Word,Specificity Score
sant,0.29387484069981629
médecin,0.28736822973646592
malad,0.25038402929337006
pouvoir,0.18083842278749487
trait,0.14262094314219534
cas,0.13690816706761977
médical,0.11802623721319137
vaccin,0.11544387648862534
canc,0.11480837078905079
utilis,0.11085337196819078
part,0.10355292611606569
infect,0.10088790898946469
risqu,0.098109486878752997
patient,0.094934147323653933
assur,0.088824453804690978
form,0.084897806229858652
étud,0.084628469392595787
franc,0.083579473289571979
social,0.082487950317506678
travail,0.082445423448465172
général,0.082218613480243813
don,0.081368076099413697
développ,0.080205675012279223
permettr,0.07890151769500639
virus,0.077994277822120942
soin,0.077285496671429185
associ,0.075485192548672114
recherch,0.07496069449716021
plus,0.074620479544828172
anné,0.074280264592496134
servic,0.071374261874659922
référent,0.071119100660410897
présent,0.06997087519629025
professionnel,0.068042990466408673
enfant,0.06415886976061784
qu,0.063932059792396481
santé,0.063627754183311014
voir,0.063520966724995256
cour,0.063223278641704725
typ,0.062018350685528731
grand,0.060898476467435757
national,0.060785071483325077
centr,0.060033763463591815
établ,0.059296631066872385
hôpital,0.058885537999471167
mettr,0.058644552408235968
import,0.058063351864668732
jour,0.057226990106852456
effet,0.056163818380814821
charg,0.055908657166565789
system,0.055199876015874033
organ,0.054080001797781059
activ,0.053342869401061629
pay,0.05321528879393711
caus,0.051358282179124706
extern,0.050805432881585136
mort,0.050493569175280764
group,0.049671383040478329
syndrom,0.049586329302395316
pratiqu,0.049033480004855745
maladies,0.048338852103051062
différent,0.048069537639914957
administr,0.047686795818541405
dur,0.047573390834430726
humain,0.047133946521001835
prévent,0.046836258437711296
format,0.046609448469489938
vi,0.046325936009213232
femm,0.04619835540208872
augment,0.045801437957701335
prendr,0.045645506104549149
rapport,0.045291115529203271
appel,0.044695739362622194
nombr,0.044412226902345489
cellul,0.044383875656317823
êtr,0.044256295049193303
foi,0.043660918882612226
deven,0.043405757668363194
dir,0.043136420831100329
homm,0.043093893962058823
chirurgien,0.043037191470003483
exempl,0.042668625271643772
réalis,0.042144127220131868
action,0.041704682906702976
sit,0.041690507283689143
an,0.041477872938481618
produit,0.041293589839301759
organis,0.041109306740121906
ainsi,0.04099590175601122
cré,0.040613159934637676
nombreux,0.040570633065596169
popul,0.040315471851347137
test,0.040301296228333304
public,0.040272944982305631
plac,0.040159539998194951
moyen,0.040017783768056599
étudi,0.039904378783945919
élev,0.039890203160932079
loi,0.039861851914904413
inform,0.039252300125309503
niveau,0.03903966578010197
fonction,0.038912085172977458
animal,0.038770328942839105
concern,0.038586045843659246
bas,0.038345060252424054
nécessair,0.038260006514341041
fin,0.038160777153244195
efficac,0.038075723415161182
cliniqu,0.037933967185022829
sanitair,0.037622103478718458
respons,0.037423644756524765
pris,0.037310239772414086
li,0.037253537280358746
rest,0.037253537280358746
écol,0.037026727312137381
sein,0.036970024820082041
soins,0.036829431180574787
international,0.03648805363761165
membr,0.036006082455141253
représent,0.036006082455141253
infirmi,0.035439057534587849
univers,0.035283125681435663
publ,0.035169720697324977
atteindr,0.035070491336228131
particuli,0.034758627629923759
tau,0.034673573891840753
articl,0.034375885808550215
taux,0.034347534562522541
aid,0.034319183316494875
origin,0.034276656447453369
polit,0.033681280280872292
port,0.033270187213471074
diagnostic,0.033199309098401894
chirurg,0.033100079737305048
symptôm,0.032802391654014509
exist,0.03268898666990383
fond,0.032603932931820817
connaîtr,0.032448001078668631
hospitali,0.032362947340585625
spécif,0.032348771717571785
mar,0.032334596094557952
assurance,0.032229758200874932
dépistag,0.032179477766864202
contr,0.032107786126336593
janvi,0.031923503027156734
troubl,0.031909327404142901
compt,0.031866800535101394
évolu,0.031824273666059888
commun,0.031781746797018381
domain,0.031767571174004548
médic,0.031767571174004548
scientif,0.031668341812907702
suit,0.031597463697838522
mois,0.031427356221672503
suivr,0.03135647810660333
institut,0.031313951237561824
principal,0.031115492515368132
mond,0.031030438777285119
suiv,0.030860331301119096
mesur,0.030789453186049923
term,0.030775277563036087
conseil,0.030590994463856231
etc,0.030279130757551856
techniqu,0.030194077019468846
spécial,0.030109023281385837
societ,0.029967267051247484
mis,0.029782983952067629
américain,0.029754632706039959
voi,0.029697930213984616
list,0.02954199836083243
aller,0.029527822737818593
temp,0.029442768999735584
produir,0.029442768999735584
famill,0.029400242130694077
million,0.029301012769597231
évalu,0.029258485900555728
région,0.029230134654528058
publi,0.029102554047403542
européen,0.029031675932334366
facteur,0.029031675932334366
indiqu,0.029017500309320529
gen,0.02893244657123752
direct,0.02893244657123752
eau,0.02890409532520985
montr,0.028691460980002321
observ,0.028663109733974651
entrepris,0.028606407241919311
constitu,0.028549704749863972
raison,0.028407948519725619
examen,0.02819531417451809
propos,0.028152787305476587
pass,0.028124436059448917
affect,0.028067733567393574
conten,0.028025206698352071
recommand,0.027982679829310565
lieu,0.027940152960269058
publiqu,0.027840923599172212
avril,0.027840923599172212
dos,0.027755869861089202
possibl,0.02758576238492318
laboratoir,0.027387303662729488
sang,0.027288074301632641
derni,0.027231371809577302
compos,0.027174669317521962
cadr,0.027075439956425116
contrôl,0.026962034972314433
and,0.026905332480259093
relat,0.026820278742176084
âge,0.026820278742176084
corp,0.026791927496148414
juillet,0.026607644396968555
pharmac,0.026565117527927052
personnel,0.026522590658885545
ancien,0.026012268230387482
infecti,0.025944703949534267
antibiot,0.025911183660193782
priv,0.025898863246276799
juin,0.025757107016138446
ref,0.025742931393124613
trouv,0.025714580147096943
diminu,0.02562952640901393
bacter,0.025544472670930921
allerg,0.025516121424903251
tumeur,0.025501945801889414
