Word,Specificity Score
part,0.20476948498718178
commun,0.16019519398360713
pouvoir,0.15383778210882829
grand,0.12975492117999637
anné,0.12426640386669073
vill,0.11465063738638742
franc,0.11427411640974904
habit,0.11214532473413973
plus,0.10244266879768911
cour,0.09411576258357103
économ,0.08923547146329662
voir,0.089032729398952876
national,0.085904708977649388
loi,0.084992369688102531
général,0.083587656813720879
don,0.082530501763928496
fond,0.081980201874995481
plac,0.08150230986618523
fin,0.078678402541397352
pay,0.078214992108611658
societ,0.076462721409640722
compt,0.075912421520707707
deven,0.075622790000216641
servic,0.074551153374399701
lieu,0.073609850932803755
ancien,0.073551924628705537
qu,0.073450553596533658
mettr,0.07229202751456941
import,0.072176174906372986
permettr,0.071191427736703367
utilis,0.070337014751254728
bât,0.069815678014370816
polit,0.069569491221953411
prendr,0.066441470800649938
américain,0.06597806036786423
situ,0.06563050254327496
port,0.064834015861924527
ru,0.063791342388156702
réalis,0.06331345037934645
cré,0.063052782010904487
président,0.063023818858855385
popul,0.062719705762339761
form,0.062676261034266101
immobili,0.062502482121971473
lign,0.062488000545946915
référent,0.062473518969922363
présent,0.061923219080989342
film,0.061908737504964791
représent,0.061720477016645597
dur,0.061648069136522834
maison,0.061054324519516152
appel,0.060764692999025087
dir,0.060677803542877773
immeubl,0.060518506206607682
administr,0.058983459148005048
constitu,0.058534530291243898
mar,0.05817249089063007
roi,0.058158009314605519
social,0.057535301545549734
titr,0.057216706873009567
rest,0.056507109647806461
trouv,0.056130588671168075
développ,0.055942328182848881
entrepris,0.055594770358259611
jour,0.055305138837768546
gouvern,0.054233502211951612
travail,0.054204539059902503
derni,0.054161094331828842
principal,0.053900425963386886
guerr,0.053132902434085569
janvi,0.052930160369741824
nord,0.052640528849250766
région,0.052394342056833361
extern,0.052032302656219533
public,0.051873005319949442
sit,0.051844042167900339
suit,0.05177163428777757
construir,0.051757152711753018
par,0.051655781679581146
banqu,0.051322705431016427
nombreux,0.05090273972630438
product,0.050598626629788764
sud,0.050598626629788764
taxe,0.050068695695946935
établ,0.049874547828561107
temp,0.049787658372413786
projet,0.049657324188192811
cas,0.049324247939628085
group,0.04910702429925979
fonci,0.049063579571186129
charg,0.048933245386965155
system,0.048600169138400429
résident,0.048556724410326768
juin,0.048484316530204005
ainsi,0.048455353378154896
log,0.048151240281639279
articl,0.04735475360028886
sort,0.047050640503773243
studio,0.047021677351724134
fil,0.04690582474352771
juillet,0.046818935287380389
patrimoin,0.046746527407257626
décembr,0.046688601103159408
organis,0.046500340614840222
château,0.04644241431074201
impôt,0.046427932734717452
différent,0.046297598550496477
moyen,0.046225190670373707
conserv,0.046007967030005412
an,0.045689372357465244
total,0.045645927629391583
aller,0.045631446053367032
septembr,0.045573519749268813
financi,0.045399740836974178
activ,0.045312851380826857
assur,0.045008738284311241
octobr,0.044965293556237587
pass,0.044791514643942945
capital,0.044762551491893843
rapport,0.044733588339844733
territoir,0.044588772579599201
mai,0.04450188312345188
prix,0.044414993667304566
taux,0.044313622635132693
nombr,0.044299141059108135
droit,0.044255696331034482
périod,0.044067435842715288
construct,0.044067435842715288
propriet,0.043879175354396095
famill,0.043604025409929588
class,0.043343357041487632
publiqu,0.042937872912800143
the,0.042865465032677373
novembr,0.042764094000505501
particuli,0.042590315088210866
demand,0.04237309144784257
fiscal,0.042141386231449716
mort,0.042068978351326954
local,0.041938644167105972
march,0.041909681015056863
revenu,0.041866236286983209
pai,0.0418372731349341
vi,0.041822791558909549
épisod,0.041677975798664016
avril,0.041489715310344823
fonction,0.040867007541289038
conseil,0.040620820748871633
foi,0.040591857596822531
associ,0.040591857596822531
histor,0.040389115532478786
direct,0.040171891892110484
homm,0.03996914982776674
terr,0.039795370915472104
époqu,0.039780889339447553
histoir,0.039389886786784616
regl,0.039317478906661846
œuvr,0.039317478906661846
connaîtr,0.039216107874489974
tau,0.03905681053821989
membr,0.038839586897851594
mond,0.038463065921213214
oper,0.038332731736992233
collect,0.038057581792525726
origin,0.037637616087813679
exempl,0.037434874023469934
tour,0.037420392447445383
édit,0.037362466143347171
international,0.037319021415273511
ouvr,0.03723213195912619
centr,0.037174205655027978
contrat,0.03685561098248781
dat,0.036797684678389599
ordre,0.036551497885972194
églis,0.036464608429824873
commune,0.036337809510966386
million,0.036305311093554789
août,0.036305311093554789
trait,0.036160495333309256
term,0.036044642725112833
saison,0.036030161149088281
ser,0.036015679573063723
plan,0.035827419084744537
appart,0.035783974356670877
install,0.035624677020400793
ven,0.03547986126015526
locat,0.035407453380032497
bas,0.035204711315688753
création,0.035146785011590534
suivr,0.035030932403394111
villag,0.034770264034952154
comt,0.034466150938436538
côt,0.03419100099397003
livr,0.033959295777577177
mois,0.033915851049503516
suiv,0.033872406321429856
occup,0.033713108985159772
févri,0.033423477464668706
exploit,0.033264180128398622
contrôl,0.033249698552374071
élev,0.03323521697634952
étag,0.033206253824300411
augment,0.033133845944177648
emploi,0.033061438064054878
rendr,0.033061438064054878
list,0.033046956488030327
anglais,0.033003511759956666
relat,0.033003511759956666
siecl,0.032641472359342838
niveau,0.032453211871023645
priv,0.032453211871023645
mont,0.032438730294999094
intérêt,0.032351840838851773
eau,0.032293914534753561
propos,0.032293914534753561
quarti,0.032192543502581689
propriétair,0.032018764590287054
vent,0.031989801438237944
jug,0.031975319862213393
prêt,0.031931875134139732
hypothequ,0.03190291198209063
and,0.031888430406066072
garant,0.03185946725401697
arriv,0.031816022525943309
déclar,0.031801540949918758
chef,0.031700169917746886
écol,0.031685688341722328
art,0.031685688341722328
tax,0.031584317309550455
action,0.031526391005452244
zon,0.031511909429427692
mondial,0.031497427853403141
raison,0.031106425300740204
particip,0.031091943724715649
effet,0.031048498996641992
accord,0.031034017420617437
produit,0.03091816481242101
domain,0.030874720084347353
affair,0.030845756932298247
obten,0.030671978020003609
hui,0.030628533291929948
piec,0.030599570139880843
militair,0.030585088563856288
sall,0.030570606987831737
ouest,0.03049819910770897
communaut,0.03022304916324246
financ,0.030194086011193354
limit,0.03003478867492327
naîtr,0.029918936066726843
nécessair,0.029629304546235781
appliqu,0.029426562481892037
équip,0.029339673025744716
mair,0.02931070987369561
compos,0.029296228297671058
femm,0.029296228297671058
concern,0.029267265145621949
aujourd,0.029136930961400971
civil,0.02912244938537642
cred,0.029064523081278205
cadr,0.029006596777179993
