word	C	count	sigma_nor
sophist	2.04242502727	4	1.25378321706
explos	2.04240804641	125	1.16324472494
basson	2.03995537352	4	1.25311359502
repli	2.03970010197	19	1.30877739153
haptoglobin	2.03920261855	4	1.25290949301
dévast	2.03856061908	40	1.2524485183
cum	2.0372048741	8	1.32550592786
irrupt	2.03617066342	9	1.32846585878
captiv	2.03587292955	26	1.28652078617
neurochirurgical	2.03519539121	9	1.32823668622
pu-êtr	2.03485582047	105	1.17497730218
multifocal	2.03349651435	15	1.3199807276
ventral	2.03337740579	17	1.3139183606
brook	2.03254131405	4	1.25110334659
knowledg	2.03221405856	4	1.25101461452
crural	2.03153258116	14	1.32233212264
factuel	2.03147161912	13	1.32476661386
periodic	2.03093903361	4	1.2506689042
bailleur	2.03002110693	13	1.32445822169
borderlin	2.02988616088	8	1.3237377846
partenarial	2.02965962451	8	1.3236830552
augur	2.02916018198	5	1.28509415945
propri	2.02891378267	7	1.31695381839
saxophon	2.02875703308	4	1.25007727647
décompress	2.02796865491	24	1.29105702991
périn	2.02783546298	27	1.28233051415
machiner	2.02700046256	20	1.30322676989
dexter	2.02696500434	8	1.32303205627
dolor	2.02683771549	4	1.24955687262
streptoccocus	2.02634735102	6	1.30457290417
babouin	2.02617542383	5	1.28430707193
percentil	2.02584136428	8	1.32276059371
iconograph	2.02568503437	8	1.32272282564
filair	2.02559120361	12	1.3254820982
thymo-dépend	2.02559090301	6	1.30437921104
hyperkaliem	2.02549422758	11	1.3267594585
glomérul	2.02443387224	14	1.32085638318
ardent	2.02341878269	27	1.28159891067
rescap	2.02333464893	18	1.30884341573
fraich	2.02273020504	9	1.32530757712
multifactoriel	2.02264077347	31	1.27078813094
immuno-compétent	2.02240068823	4	1.24835381684
shigellos	2.02234256686	6	1.30354745472
inflat	2.02224064742	11	1.32603379086
bureaut	2.02151561481	6	1.3033357086
polynévrit	2.02141339251	10	1.32614614968
vasoconstrict	2.02077186851	12	1.32443317755
